hospital_id,year,month,date,total_discharges,total_charges,total_payments
H026,2023,7,2023-07-01,390,250671,201668
H026,2023,8,2023-08-01,381,132190,97109
H026,2023,9,2023-09-01,227,141426,118880
H026,2023,10,2023-10-01,427,123345,87648
H026,2023,11,2023-11-01,413,147320,113736
H026,2023,12,2023-12-01,432,228036,142570
H026,2024,1,2024-01-01,372,275253,212410
H026,2024,2,2024-02-01,301,285010,160781
H026,2024,3,2024-03-01,500,182857,170647
H026,2024,4,2024-04-01,394,203136,123822
H026,2024,5,2024-05-01,359,291917,276893
H026,2024,6,2024-06-01,349,200094,167844
H026,2024,7,2024-07-01,431,207390,146543
H026,2024,8,2024-08-01,312,209980,115759
H026,2024,9,2024-09-01,345,156867,136110
H026,2024,10,2024-10-01,249,194377,144303
H026,2024,11,2024-11-01,380,125828,98396
H026,2024,12,2024-12-01,392,218800,173157
H027,2023,1,2023-01-01,390,243311,182313
H027,2023,2,2023-02-01,355,131283,89757
H027,2023,3,2023-03-01,568,240890,208477
H027,2023,4,2023-04-01,481,193250,117685
H027,2023,5,2023-05-01,406,182905,107079
H027,2023,6,2023-06-01,351,193741,163568
H027,2023,7,2023-07-01,507,223725,180551
H027,2023,8,2023-08-01,349,173318,149791
H027,2023,9,2023-09-01,276,141677,125514
H027,2023,10,2023-10-01,341,165278,129761
H027,2023,11,2023-11-01,316,147842,101095
H027,2023,12,2023-12-01,302,111252,98199
H027,2024,1,2024-01-01,391,195891,131147
H027,2024,2,2024-02-01,602,163877,118296
H027,2024,3,2024-03-01,593,263076,164275
H027,2024,4,2024-04-01,563,196171,145791
H027,2024,5,2024-05-01,353,128310,107931
H027,2024,6,2024-06-01,421,170551,143570
H027,2024,7,2024-07-01,452,120815,95937
H027,2024,8,2024-08-01,286,187722,152577
H027,2024,9,2024-09-01,456,100032,57300
H027,2024,10,2024-10-01,319,126497,82070
H027,2024,11,2024-11-01,485,132863,87527
H027,2024,12,2024-12-01,487,172403,148384
H028,2023,1,2023-01-01,229,78721,71838
H028,2023,2,2023-02-01,262,130572,93285
H028,2023,3,2023-03-01,310,170969,95525
H028,2023,4,2023-04-01,368,174453,135038
H028,2023,5,2023-05-01,402,77714,55761
H028,2023,6,2023-06-01,254,133439,125768
H028,2023,7,2023-07-01,234,117042,73647
H028,2023,8,2023-08-01,268,95179,89354
H028,2023,9,2023-09-01,268,84216,50162
H028,2023,10,2023-10-01,204,76470,49735
H028,2023,11,2023-11-01,332,109294,82993
H028,2023,12,2023-12-01,228,145092,121750
H028,2024,1,2024-01-01,236,141220,108374
H028,2024,2,2024-02-01,251,123025,91515
H028,2024,3,2024-03-01,273,175722,156390
H028,2024,4,2024-04-01,369,123432,88217
H028,2024,5,2024-05-01,348,125488,72144
H028,2024,6,2024-06-01,299,140249,102900
H028,2024,7,2024-07-01,200,128053,80743
H028,2024,8,2024-08-01,220,71718,48917
H028,2024,9,2024-09-01,291,97228,61443
H028,2024,10,2024-10-01,317,127768,114765
H028,2024,11,2024-11-01,231,100127,94519
H028,2024,12,2024-12-01,345,70031,40343
H029,2023,1,2023-01-01,445,156791,92849
H029,2023,2,2023-02-01,500,207628,145789
H029,2023,3,2023-03-01,542,230459,145536
H029,2023,4,2023-04-01,464,136975,118776
H029,2023,5,2023-05-01,455,173976,151213
H029,2023,6,2023-06-01,379,194626,148540
H029,2023,7,2023-07-01,297,156330,135585
H029,2023,8,2023-08-01,313,163454,149144
H029,2023,9,2023-09-01,298,172231,104421
H029,2023,10,2023-10-01,289,95013,86233
H029,2023,11,2023-11-01,409,97535,70823
H029,2023,12,2023-12-01,433,97420,87967
H029,2024,1,2024-01-01,514,157720,147760
H029,2024,2,2024-02-01,435,229024,187151
H029,2024,3,2024-03-01,503,123122,111150
H029,2024,4,2024-04-01,437,120479,66871
H029,2024,5,2024-05-01,450,160509,134465
H029,2024,6,2024-06-01,499,96946,81686
H029,2024,7,2024-07-01,304,173876,152597
H029,2024,8,2024-08-01,361,148510,100354
H029,2024,9,2024-09-01,338,156147,114566
H029,2024,10,2024-10-01,322,126539,111518
H029,2024,11,2024-11-01,337,99877,83377
H029,2024,12,2024-12-01,484,99428,64225
H030,2023,1,2023-01-01,262,133899,108519
H030,2023,2,2023-02-01,305,103511,91770
H030,2023,3,2023-03-01,284,165249,132803
H030,2023,4,2023-04-01,220,133916,91068
H030,2023,5,2023-05-01,301,73223,45394
H030,2023,6,2023-06-01,305,81207,71853
H030,2023,7,2023-07-01,202,107071,88618
H030,2023,8,2023-08-01,220,76307,48459
H030,2023,9,2023-09-01,154,74448,60397
H030,2023,10,2023-10-01,276,117226,100395
H030,2023,11,2023-11-01,273,108771,71148
H030,2023,12,2023-12-01,313,118067,91404
H030,2024,1,2024-01-01,207,106940,78509
H030,2024,2,2024-02-01,347,121754,85490
H030,2024,3,2024-03-01,372,82258,59145
H030,2024,4,2024-04-01,206,139900,128320
H030,2024,5,2024-05-01,235,143683,95820
H030,2024,6,2024-06-01,314,124984,108981
H030,2024,7,2024-07-01,165,131665,110686
H030,2024,8,2024-08-01,193,114203,75671
H030,2024,9,2024-09-01,262,60930,50661
H030,2024,10,2024-10-01,224,61211,39588
H030,2024,11,2024-11-01,164,93687,62817
H030,2024,12,2024-12-01,266,87029,58306
H031,2023,1,2023-01-01,549,189457,110185
H031,2023,2,2023-02-01,394,328843,185424
H031,2023,3,2023-03-01,499,378215,337473
H031,2023,4,2023-04-01,473,173225,152879
H031,2023,5,2023-05-01,471,175197,102935
H031,2023,6,2023-06-01,515,267412,235781
H031,2023,7,2023-07-01,470,230375,174388
H031,2023,8,2023-08-01,345,174923,126615
H031,2023,9,2023-09-01,409,216525,196390
H031,2023,10,2023-10-01,347,222491,178554
H031,2023,11,2023-11-01,404,253183,163296
H031,2023,12,2023-12-01,417,160956,113281
H031,2024,1,2024-01-01,441,284029,264207
H031,2024,2,2024-02-01,496,317988,239288
H031,2024,3,2024-03-01,514,177886,115938
H031,2024,4,2024-04-01,429,260270,147900
H031,2024,5,2024-05-01,348,207987,195219
H031,2024,6,2024-06-01,372,232146,145889
H031,2024,7,2024-07-01,408,179640,113675
H031,2024,8,2024-08-01,363,123863,68504
H031,2024,9,2024-09-01,292,126001,74745
H031,2024,10,2024-10-01,325,254542,198242
H031,2024,11,2024-11-01,385,181872,167813
H031,2024,12,2024-12-01,388,157728,125681
H032,2023,1,2023-01-01,281,153929,115049
H032,2023,2,2023-02-01,330,173603,104612
H032,2023,3,2023-03-01,259,116040,83401
H032,2023,4,2023-04-01,279,165116,137973
H032,2023,5,2023-05-01,298,100397,88300
H032,2023,6,2023-06-01,332,138515,76269
H032,2023,7,2023-07-01,261,65330,42663
H032,2023,8,2023-08-01,167,103845,85634
H032,2023,9,2023-09-01,170,84964,62235
H032,2023,10,2023-10-01,209,66813,47943
H032,2023,11,2023-11-01,277,66950,38969
H032,2023,12,2023-12-01,238,149140,121911
H032,2024,1,2024-01-01,310,105377,82980
H032,2024,2,2024-02-01,208,138070,126377
H032,2024,3,2024-03-01,320,164615,138208
H032,2024,4,2024-04-01,227,164602,94905
H032,2024,5,2024-05-01,286,84548,46897
H032,2024,6,2024-06-01,248,92129,68580
H032,2024,7,2024-07-01,252,64727,38784
H032,2024,8,2024-08-01,235,83853,70576
H032,2024,9,2024-09-01,242,119566,98880
H032,2024,10,2024-10-01,217,109151,72056
H032,2024,11,2024-11-01,213,125499,91434
H032,2024,12,2024-12-01,307,138623,123793
H033,2023,1,2023-01-01,271,218300,152475
H033,2023,2,2023-02-01,339,250701,206919
H033,2023,3,2023-03-01,300,160723,116076
H033,2023,4,2023-04-01,251,282480,194445
H033,2023,5,2023-05-01,241,127068,102712
H033,2023,6,2023-06-01,306,166243,96202
H033,2023,7,2023-07-01,247,149631,122824
H033,2023,8,2023-08-01,261,147829,94190
H033,2023,9,2023-09-01,310,155999,128747
H033,2023,10,2023-10-01,193,163877,91937
H033,2023,11,2023-11-01,262,241676,170063
H033,2023,12,2023-12-01,204,119042,83947
H033,2024,1,2024-01-01,242,126725,108031
H033,2024,2,2024-02-01,311,178993,162889
H033,2024,3,2024-03-01,250,299042,202028
H033,2024,4,2024-04-01,394,233022,205218
H033,2024,5,2024-05-01,392,170158,159004
H033,2024,6,2024-06-01,264,173088,118765
H033,2024,7,2024-07-01,268,127484,98351
H033,2024,8,2024-08-01,252,200524,177154
H033,2024,9,2024-09-01,231,136348,89135
H033,2024,10,2024-10-01,201,107118,73587
H033,2024,11,2024-11-01,225,242014,187097
H033,2024,12,2024-12-01,257,202806,122835
H034,2023,1,2023-01-01,585,103045,97639
H034,2023,2,2023-02-01,760,129149,100445
H034,2023,3,2023-03-01,675,91048,64467
H034,2023,4,2023-04-01,448,115245,88417
H034,2023,5,2023-05-01,492,153348,140126
H034,2023,6,2023-06-01,621,106809,95913
H034,2023,7,2023-07-01,394,118592,71146
H034,2023,8,2023-08-01,560,74279,66913
H034,2023,9,2023-09-01,589,63581,46736
H034,2023,10,2023-10-01,614,89315,79974
H034,2023,11,2023-11-01,533,86631,57550
H034,2023,12,2023-12-01,450,125818,88653
H034,2024,1,2024-01-01,593,111146,86795
H034,2024,2,2024-02-01,755,162751,116046
H034,2024,3,2024-03-01,754,144952,112977
H034,2024,4,2024-04-01,788,89378,53064
H034,2024,5,2024-05-01,714,106389,94557
H034,2024,6,2024-06-01,677,67616,61083
H034,2024,7,2024-07-01,491,97031,77686
H034,2024,8,2024-08-01,598,55694,41254
H034,2024,9,2024-09-01,518,104180,86158
H034,2024,10,2024-10-01,372,75990,52698
H034,2024,11,2024-11-01,599,79196,50232
H034,2024,12,2024-12-01,698,63156,59943
H035,2023,1,2023-01-01,390,115459,97579
H035,2023,2,2023-02-01,561,236654,143682
H035,2023,3,2023-03-01,548,245460,199661
H035,2023,4,2023-04-01,542,253397,201562
H035,2023,5,2023-05-01,335,186959,108634
H035,2023,6,2023-06-01,391,162600,93723
H035,2023,7,2023-07-01,348,111916,97735
H035,2023,8,2023-08-01,456,100543,93710
H035,2023,9,2023-09-01,356,125365,72805
H035,2023,10,2023-10-01,360,188846,157277
H035,2023,11,2023-11-01,279,106964,76067
H035,2023,12,2023-12-01,363,138048,91443
H035,2024,1,2024-01-01,526,253668,180622
H035,2024,2,2024-02-01,581,170129,125993
H035,2024,3,2024-03-01,397,224703,211578
H035,2024,4,2024-04-01,496,175896,142322
H035,2024,5,2024-05-01,344,247540,185960
H035,2024,6,2024-06-01,401,187720,150159
H035,2024,7,2024-07-01,284,186217,120440
H035,2024,8,2024-08-01,406,192272,167581
H035,2024,9,2024-09-01,362,151715,92113
H035,2024,10,2024-10-01,419,124886,93499
H035,2024,11,2024-11-01,333,114883,92115
H035,2024,12,2024-12-01,303,210594,142579
H036,2023,1,2023-01-01,234,131965,109899
H036,2023,2,2023-02-01,250,214827,118483
H036,2023,3,2023-03-01,292,205106,138755
H036,2023,4,2023-04-01,258,150068,98768
H036,2023,5,2023-05-01,388,136746,118363
H036,2023,6,2023-06-01,370,141617,129434
H036,2023,7,2023-07-01,257,189672,111093
H036,2023,8,2023-08-01,290,129465,91280
H036,2023,9,2023-09-01,275,147833,81566
H036,2023,10,2023-10-01,208,152285,124348
H036,2023,11,2023-11-01,355,167205,155552
H036,2023,12,2023-12-01,336,125376,74240
H036,2024,1,2024-01-01,377,179287,102063
H036,2024,2,2024-02-01,310,230704,173065
H036,2024,3,2024-03-01,331,166145,105261
H036,2024,4,2024-04-01,312,151363,86419
H036,2024,5,2024-05-01,374,150012,131841
H036,2024,6,2024-06-01,363,115081,93554
H036,2024,7,2024-07-01,272,180386,114778
H036,2024,8,2024-08-01,288,141325,94422
H036,2024,9,2024-09-01,199,142524,120495
H036,2024,10,2024-10-01,232,145185,102798
H036,2024,11,2024-11-01,312,105036,95171
H036,2024,12,2024-12-01,261,133718,76652
H037,2023,1,2023-01-01,281,136202,75711
H037,2023,2,2023-02-01,318,98180,54758
H037,2023,3,2023-03-01,270,106938,79898
H037,2023,4,2023-04-01,323,115660,91146
H037,2023,5,2023-05-01,230,104297,97559
H037,2023,6,2023-06-01,307,114078,76973
H037,2023,7,2023-07-01,327,112572,85387
H037,2023,8,2023-08-01,340,60878,33895
H037,2023,9,2023-09-01,300,105770,63259
H037,2023,10,2023-10-01,227,53369,35614
H037,2023,11,2023-11-01,327,93726,64599
H037,2023,12,2023-12-01,280,60042,40223
H037,2024,1,2024-01-01,355,148118,131650
H037,2024,2,2024-02-01,245,148854,128502
H037,2024,3,2024-03-01,408,111014,78731
H037,2024,4,2024-04-01,302,73651,47231
H037,2024,5,2024-05-01,277,106014,90003
H037,2024,6,2024-06-01,299,64556,60238
H037,2024,7,2024-07-01,355,113479,107411
H037,2024,8,2024-08-01,271,119091,69101
H037,2024,9,2024-09-01,237,66253,41628
H037,2024,10,2024-10-01,207,95426,82307
H037,2024,11,2024-11-01,294,66302,57977
H037,2024,12,2024-12-01,328,90953,74549
H038,2023,1,2023-01-01,271,77958,57532
H038,2023,2,2023-02-01,281,114796,65994
H038,2023,3,2023-03-01,183,60742,48737
H038,2023,4,2023-04-01,221,69637,64983
H038,2023,5,2023-05-01,221,74316,55754
H038,2023,6,2023-06-01,223,57586,37999
H038,2023,7,2023-07-01,221,77986,59942
H038,2023,8,2023-08-01,168,48144,29671
H038,2023,9,2023-09-01,166,56824,32389
H038,2023,10,2023-10-01,211,104984,91048
H038,2023,11,2023-11-01,226,63952,59747
H038,2023,12,2023-12-01,165,118584,112409
H038,2024,1,2024-01-01,244,129704,100885
H038,2024,2,2024-02-01,195,93476,73605
H038,2024,3,2024-03-01,172,109995,103667
H038,2024,4,2024-04-01,185,121480,110930
H038,2024,5,2024-05-01,274,128130,97197
H038,2024,6,2024-06-01,259,105054,64573
H038,2024,7,2024-07-01,184,94662,61429
H038,2024,8,2024-08-01,190,85906,52839
H038,2024,9,2024-09-01,178,90144,67568
H038,2024,10,2024-10-01,124,46030,31890
H038,2024,11,2024-11-01,234,63094,50711
H038,2024,12,2024-12-01,168,74692,66417
H039,2023,1,2023-01-01,250,109420,81228
H039,2023,2,2023-02-01,301,128195,85320
H039,2023,3,2023-03-01,262,250814,237596
H039,2023,4,2023-04-01,199,223032,155830
H039,2023,5,2023-05-01,244,211248,193792
H039,2023,6,2023-06-01,308,173368,120117
H039,2023,7,2023-07-01,263,120958,93818
H039,2023,8,2023-08-01,193,159884,103310
H039,2023,9,2023-09-01,168,185241,109425
H039,2023,10,2023-10-01,212,110352,62411
H039,2023,11,2023-11-01,162,111801,100252
H039,2023,12,2023-12-01,211,222139,173856
H039,2024,1,2024-01-01,251,186788,141338
H039,2024,2,2024-02-01,317,152401,105342
H039,2024,3,2024-03-01,345,254859,231163
H039,2024,4,2024-04-01,261,225889,167278
H039,2024,5,2024-05-01,260,134068,105438
H039,2024,6,2024-06-01,197,141290,126032
H039,2024,7,2024-07-01,185,99226,57313
H039,2024,8,2024-08-01,267,142868,101974
H039,2024,9,2024-09-01,245,176089,120247
H039,2024,10,2024-10-01,235,172898,140369
H039,2024,11,2024-11-01,177,196467,150422
H039,2024,12,2024-12-01,211,153526,86746
H040,2023,1,2023-01-01,256,126046,95669
H040,2023,2,2023-02-01,282,195685,125326
H040,2023,3,2023-03-01,346,121822,78230
H040,2023,4,2023-04-01,270,168005,157376
H040,2023,5,2023-05-01,305,152678,129281
H040,2023,6,2023-06-01,412,117861,79105
H040,2023,7,2023-07-01,282,135983,119217
H040,2023,8,2023-08-01,240,98030,89283
H040,2023,9,2023-09-01,343,148216,126235
H040,2023,10,2023-10-01,277,117244,95484
H040,2023,11,2023-11-01,235,120352,100340
H040,2023,12,2023-12-01,272,153845,120538
H040,2024,1,2024-01-01,466,85620,56177
H040,2024,2,2024-02-01,408,118855,99335
H040,2024,3,2024-03-01,453,98540,74451
H040,2024,4,2024-04-01,387,127114,117347
H040,2024,5,2024-05-01,438,156369,130682
H040,2024,6,2024-06-01,333,167953,139037
H040,2024,7,2024-07-01,358,149843,98840
H040,2024,8,2024-08-01,351,82665,56884
H040,2024,9,2024-09-01,261,147675,131816
H040,2024,10,2024-10-01,332,129174,100087
H040,2024,11,2024-11-01,400,115867,81362
H040,2024,12,2024-12-01,272,154405,130283
H041,2023,1,2023-01-01,341,95878,79720
H041,2023,2,2023-02-01,382,157189,101228
H041,2023,3,2023-03-01,340,211102,162247
H041,2023,4,2023-04-01,381,106102,79780
H041,2023,5,2023-05-01,320,203065,126245
H041,2023,6,2023-06-01,311,152593,108130
H041,2023,7,2023-07-01,190,175018,107270
H041,2023,8,2023-08-01,203,106001,95248
H041,2023,9,2023-09-01,247,153996,100126
H041,2023,10,2023-10-01,246,134711,118967
H041,2023,11,2023-11-01,303,82580,67683
H041,2023,12,2023-12-01,193,152143,101183
H041,2024,1,2024-01-01,250,138885,110902
H041,2024,2,2024-02-01,268,196238,139684
H041,2024,3,2024-03-01,224,206607,137249
H041,2024,4,2024-04-01,286,189984,129755
H041,2024,5,2024-05-01,208,141525,131303
H041,2024,6,2024-06-01,286,166506,133689
H041,2024,7,2024-07-01,200,126589,107648
H041,2024,8,2024-08-01,174,104758,69195
H041,2024,9,2024-09-01,215,172285,99408
H041,2024,10,2024-10-01,232,94720,88872
H041,2024,11,2024-11-01,187,124993,105638
H041,2024,12,2024-12-01,296,137368,94592
H042,2023,1,2023-01-01,106,124597,81911
H042,2023,2,2023-02-01,118,149411,140060
H042,2023,3,2023-03-01,146,89395,51869
H042,2023,4,2023-04-01,172,111232,65273
H042,2023,5,2023-05-01,136,138805,112349
H042,2023,6,2023-06-01,103,71919,67316
H042,2023,7,2023-07-01,94,123991,103241
H042,2023,8,2023-08-01,111,86933,57240
H042,2023,9,2023-09-01,107,129124,119916
H042,2023,10,2023-10-01,79,74004,68667
H042,2023,11,2023-11-01,126,141987,89601
H042,2023,12,2023-12-01,126,136405,112131
H042,2024,1,2024-01-01,121,77342,60571
H042,2024,2,2024-02-01,115,127478,118941
H042,2024,3,2024-03-01,129,171855,107480
H042,2024,4,2024-04-01,149,183425,108359
H042,2024,5,2024-05-01,90,119599,70210
H042,2024,6,2024-06-01,137,156465,113219
H042,2024,7,2024-07-01,94,102982,86440
H042,2024,8,2024-08-01,73,109551,87127
H042,2024,9,2024-09-01,110,79261,66232
H042,2024,10,2024-10-01,78,77639,69951
H042,2024,11,2024-11-01,126,66406,43120
H042,2024,12,2024-12-01,99,95954,62276
H043,2023,1,2023-01-01,356,133261,109160
H043,2023,2,2023-02-01,246,175659,155527
H043,2023,3,2023-03-01,395,165281,152568
H043,2023,4,2023-04-01,337,98106,78162
H043,2023,5,2023-05-01,358,146146,110863
H043,2023,6,2023-06-01,215,102435,94066
H043,2023,7,2023-07-01,282,108885,71596
H043,2023,8,2023-08-01,233,130805,106813
H043,2023,9,2023-09-01,290,93534,75023
H043,2023,10,2023-10-01,214,115709,83430
H043,2023,11,2023-11-01,259,118266,109338
H043,2023,12,2023-12-01,214,143883,95963
H043,2024,1,2024-01-01,302,75819,50830
H043,2024,2,2024-02-01,329,83228,62124
H043,2024,3,2024-03-01,420,89880,76917
H043,2024,4,2024-04-01,310,145068,94888
H043,2024,5,2024-05-01,248,89427,51706
H043,2024,6,2024-06-01,236,129216,116640
H043,2024,7,2024-07-01,319,121293,72068
H043,2024,8,2024-08-01,221,84255,54764
H043,2024,9,2024-09-01,249,99841,69165
H043,2024,10,2024-10-01,230,125495,108643
H043,2024,11,2024-11-01,238,140618,130933
H043,2024,12,2024-12-01,260,100910,75909
H044,2023,1,2023-01-01,301,115776,72654
H044,2023,2,2023-02-01,373,138567,122654
H044,2023,3,2023-03-01,380,148090,107466
H044,2023,4,2023-04-01,327,88403,72442
H044,2023,5,2023-05-01,236,133405,85624
H044,2023,6,2023-06-01,209,78662,43326
H044,2023,7,2023-07-01,284,117847,89089
H044,2023,8,2023-08-01,188,62332,34759
H044,2023,9,2023-09-01,184,119868,77508
H044,2023,10,2023-10-01,215,63962,40868
H044,2023,11,2023-11-01,254,107938,69959
H044,2023,12,2023-12-01,199,98064,63121
H044,2024,1,2024-01-01,243,157973,125828
H044,2024,2,2024-02-01,317,113206,81686
H044,2024,3,2024-03-01,320,142958,118777
H044,2024,4,2024-04-01,246,121396,86771
H044,2024,5,2024-05-01,357,127628,97380
H044,2024,6,2024-06-01,209,116508,69541
H044,2024,7,2024-07-01,227,70979,58687
H044,2024,8,2024-08-01,194,85387,77554
H044,2024,9,2024-09-01,190,91885,65946
H044,2024,10,2024-10-01,168,115366,66637
H044,2024,11,2024-11-01,247,104196,83499
H044,2024,12,2024-12-01,302,86224,47767
H045,2023,1,2023-01-01,430,321538,285310
H045,2023,2,2023-02-01,372,233057,201972
H045,2023,3,2023-03-01,371,204327,182257
H045,2023,4,2023-04-01,462,261593,151797
H045,2023,5,2023-05-01,333,317885,289500
H045,2023,6,2023-06-01,273,155506,140101
H045,2023,7,2023-07-01,287,227439,213161
H045,2023,8,2023-08-01,214,231587,134237
H045,2023,9,2023-09-01,261,251396,181857
H045,2023,10,2023-10-01,376,216804,147093
H045,2023,11,2023-11-01,256,193767,135445
H045,2023,12,2023-12-01,246,213105,156780
H045,2024,1,2024-01-01,405,287845,239920
H045,2024,2,2024-02-01,265,208117,169547
H045,2024,3,2024-03-01,379,165335,144138
H045,2024,4,2024-04-01,437,279252,161012
H045,2024,5,2024-05-01,415,272905,235458
H045,2024,6,2024-06-01,383,295605,223833
H045,2024,7,2024-07-01,241,250221,199723
H045,2024,8,2024-08-01,331,152349,95673
H045,2024,9,2024-09-01,349,242686,221643
H045,2024,10,2024-10-01,334,223113,181090
H045,2024,11,2024-11-01,379,233961,187860
H045,2024,12,2024-12-01,264,232967,194890
H046,2023,1,2023-01-01,189,100102,63661
H046,2023,2,2023-02-01,213,175924,132439
H046,2023,3,2023-03-01,185,89316,73994
H046,2023,4,2023-04-01,207,166797,135740
H046,2023,5,2023-05-01,250,103175,85319
H046,2023,6,2023-06-01,169,158631,127626
H046,2023,7,2023-07-01,163,88567,55475
H046,2023,8,2023-08-01,192,79159,62386
H046,2023,9,2023-09-01,144,112716,98736
H046,2023,10,2023-10-01,201,123461,77174
H046,2023,11,2023-11-01,137,125874,87776
H046,2023,12,2023-12-01,189,73362,47966
H046,2024,1,2024-01-01,153,164482,106478
H046,2024,2,2024-02-01,231,83723,68379
H046,2024,3,2024-03-01,203,177981,161116
H046,2024,4,2024-04-01,200,175194,166165
H046,2024,5,2024-05-01,254,161018,104597
H046,2024,6,2024-06-01,207,76753,45128
H046,2024,7,2024-07-01,237,93530,79432
H046,2024,8,2024-08-01,203,131401,124706
H046,2024,9,2024-09-01,142,63092,45077
H046,2024,10,2024-10-01,134,63119,43815
H046,2024,11,2024-11-01,214,114340,77192
H046,2024,12,2024-12-01,216,92227,51255
H047,2023,1,2023-01-01,465,146856,129945
H047,2023,2,2023-02-01,452,256967,205533
H047,2023,3,2023-03-01,524,266225,208289
H047,2023,4,2023-04-01,546,294793,214290
H047,2023,5,2023-05-01,452,212061,136047
H047,2023,6,2023-06-01,395,290589,267823
H047,2023,7,2023-07-01,313,204646,129879
H047,2023,8,2023-08-01,422,260816,211209
H047,2023,9,2023-09-01,375,215638,169763
H047,2023,10,2023-10-01,238,181514,148825
H047,2023,11,2023-11-01,382,179891,166700
H047,2023,12,2023-12-01,299,216508,178912
H047,2024,1,2024-01-01,449,260348,171859
H047,2024,2,2024-02-01,335,271160,214140
H047,2024,3,2024-03-01,347,289763,212126
H047,2024,4,2024-04-01,465,310570,191898
H047,2024,5,2024-05-01,286,284633,225964
H047,2024,6,2024-06-01,418,275000,239559
H047,2024,7,2024-07-01,441,205968,153528
H047,2024,8,2024-08-01,306,136153,106069
H047,2024,9,2024-09-01,275,245989,192677
H047,2024,10,2024-10-01,343,166471,95020
H047,2024,11,2024-11-01,248,187933,109720
H047,2024,12,2024-12-01,397,282414,255066
H048,2023,1,2023-01-01,214,254865,160223
H048,2023,2,2023-02-01,211,169712,147828
H048,2023,3,2023-03-01,244,129987,118151
H048,2023,4,2023-04-01,198,282173,207680
H048,2023,5,2023-05-01,213,126551,86575
H048,2023,6,2023-06-01,121,250016,219211
H048,2023,7,2023-07-01,183,226255,132142
H048,2023,8,2023-08-01,132,103519,65663
H048,2023,9,2023-09-01,116,150160,98718
H048,2023,10,2023-10-01,108,115681,70439
H048,2023,11,2023-11-01,194,202306,189581
H048,2023,12,2023-12-01,158,149019,129544
H048,2024,1,2024-01-01,157,163469,105110
H048,2024,2,2024-02-01,144,164790,114055
H048,2024,3,2024-03-01,208,135409,85876
H048,2024,4,2024-04-01,219,146855,100897
H048,2024,5,2024-05-01,214,140966,82196
H048,2024,6,2024-06-01,162,152504,118246
H048,2024,7,2024-07-01,179,118913,93023
H048,2024,8,2024-08-01,143,112729,90138
H048,2024,9,2024-09-01,120,152466,88873
H048,2024,10,2024-10-01,139,133203,117079
H048,2024,11,2024-11-01,111,156640,114875
H048,2024,12,2024-12-01,186,191900,156760
H049,2023,1,2023-01-01,340,186577,165315
H049,2023,2,2023-02-01,521,249623,174383
H049,2023,3,2023-03-01,335,192058,162607
H049,2023,4,2023-04-01,401,187756,166218
H049,2023,5,2023-05-01,351,233187,166197
H049,2023,6,2023-06-01,320,162236,138708
H049,2023,7,2023-07-01,256,117964,109774
H049,2023,8,2023-08-01,250,154496,120773
H049,2023,9,2023-09-01,301,159749,102547
H049,2023,10,2023-10-01,320,131569,107184
H049,2023,11,2023-11-01,259,164638,102751
H049,2023,12,2023-12-01,309,130532,81339
H049,2024,1,2024-01-01,458,150027,138152
H049,2024,2,2024-02-01,517,201166,122148
H049,2024,3,2024-03-01,379,239839,167157
H049,2024,4,2024-04-01,303,198962,176687
H049,2024,5,2024-05-01,451,134009,109767
H049,2024,6,2024-06-01,297,130465,117370
H049,2024,7,2024-07-01,280,126294,69494
H049,2024,8,2024-08-01,379,180861,144857
H049,2024,9,2024-09-01,349,103317,75765
H049,2024,10,2024-10-01,282,98928,73647
H049,2024,11,2024-11-01,413,98475,65641
H049,2024,12,2024-12-01,294,133152,121617
H050,2023,1,2023-01-01,62,34198,25474
H050,2023,2,2023-02-01,54,53527,50841
H050,2023,3,2023-03-01,66,46428,40904
H050,2023,4,2023-04-01,45,31016,19595
H050,2023,5,2023-05-01,48,47662,37941
H050,2023,6,2023-06-01,62,44311,33255
H050,2023,7,2023-07-01,33,25536,19674
H050,2023,8,2023-08-01,41,48633,29873
H050,2023,9,2023-09-01,30,35846,23120
H050,2023,10,2023-10-01,31,45127,26834
H050,2023,11,2023-11-01,49,33544,20777
H050,2023,12,2023-12-01,46,54567,38569
H050,2024,1,2024-01-01,61,33102,28438
H050,2024,2,2024-02-01,47,56725,44036
H050,2024,3,2024-03-01,72,46002,26518
H050,2024,4,2024-04-01,40,62665,47618
H050,2024,5,2024-05-01,62,37221,25609
H050,2024,6,2024-06-01,35,60196,49188
H050,2024,7,2024-07-01,58,33038,26251
H050,2024,8,2024-08-01,48,32670,29051
H050,2024,9,2024-09-01,53,48875,41330
H050,2024,10,2024-10-01,37,31570,29528
H050,2024,11,2024-11-01,32,47696,39706
H050,2024,12,2024-12-01,53,61203,41296
